contrast,metric,mean_A,mean_B,paired_delta,boot_ci_lo,boot_ci_hi,wilcoxon_p,holm_q,bh_q,rank_biserial_r,n_total,n_nonzero
DPO_bal→struct|free_dense_k1|qwen2.5-7b,SecPresence,0.973146,0.980818,0.007673,-0.007033,0.023018,0.404495,1.000000,0.496690,0.180645,391,30
DPO_bal→struct|free_dense_k1|qwen2.5-7b,CondFilledRate,0.776684,0.753794,-0.022890,-0.036829,-0.008737,0.000590,0.311520,0.001055,-0.426813,391,85
DPO_bal→struct|free_dense_k1|qwen2.5-7b,UAHE_per_1kTok,2.189492,3.640665,1.451173,0.890767,2.064523,0.000000,0.000000,0.000000,0.431444,391,185
DPO_bal→struct|free_dense_k1|qwen2.5-7b,UAHE_Total,0.572890,0.976982,0.404092,0.184079,0.713555,0.000011,0.006424,0.000021,0.433128,391,132
DPO_bal→struct|free_dense_k1|qwen2.5-7b,ContextSupportRate,0.500695,0.473491,-0.027205,-0.064895,0.010729,0.101959,1.000000,0.146768,-0.156164,391,145
DPO_bal→struct|free_dense_k1|qwen2.5-7b,ContextUnattributedRate,0.169381,0.232392,0.063010,0.027727,0.098579,0.000188,0.102961,0.000346,0.363121,391,140
Base→SFT|k0|llama-3.2-3b,RAHE_per_1kTok,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
Base→SFT|k0|llama-3.2-3b,TransferRate,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
Base→SFT|k0|llama-3.2-3b,RAHE_Total,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
Base→SFT|k0|llama-3.2-3b,IUHE_per_1kTok,0.963651,12.356835,11.393184,10.621453,12.179534,0.000000,0.000000,0.000000,0.982111,391,388
Base→SFT|k0|llama-3.2-3b,IUHE_Total,0.289003,4.258312,3.969309,3.534527,4.468031,0.000000,0.000000,0.000000,0.991777,391,378
Base→SFT|k0|llama-3.2-3b,PlaceholderRate,0.101023,0.352302,0.251279,0.195013,0.306282,0.000000,0.000000,0.000000,0.607388,391,166
Base→SFT|k0|llama-3.2-3b,UnknownRate,0.136829,0.352302,0.215473,0.159207,0.271100,0.000000,0.000000,0.000000,0.530494,391,184
Base→SFT|k0|llama-3.2-3b,SignalFilledRate,0.837170,0.639812,-0.197357,-0.252131,-0.142157,0.000000,0.000000,0.000000,-0.517537,391,198
Base→SFT|k0|llama-3.2-3b,NoSignalFilledRate,0.441816,0.638107,0.196292,0.151108,0.241475,0.000000,0.000000,0.000000,0.786979,391,102
Base→SFT|dense_k1|llama-3.2-3b,RAHE_per_1kTok,1.679061,9.507227,7.828167,6.989103,8.702198,0.000000,0.000000,0.000000,0.929832,391,345
Base→SFT|dense_k1|llama-3.2-3b,TransferRate,0.210941,0.649771,0.438830,0.388606,0.488319,0.000000,0.000000,0.000000,0.822173,391,317
Base→SFT|dense_k1|llama-3.2-3b,RAHE_Total,0.749361,3.163683,2.414322,2.102302,2.723785,0.000000,0.000000,0.000000,0.891081,391,325
Base→SFT|dense_k1|llama-3.2-3b,IUHE_per_1kTok,2.735275,13.821439,11.086164,10.154836,12.028928,0.000000,0.000000,0.000000,0.934238,391,390
Base→SFT|dense_k1|llama-3.2-3b,IUHE_Total,1.181586,4.705882,3.524297,3.074169,3.982097,0.000000,0.000000,0.000000,0.902588,391,371
Base→SFT|dense_k1|llama-3.2-3b,PlaceholderRate,0.519821,0.424552,-0.095269,-0.163043,-0.028133,0.005222,1.000000,0.008897,-0.204687,391,204
Base→SFT|dense_k1|llama-3.2-3b,UnknownRate,0.588235,0.426471,-0.161765,-0.228900,-0.095269,0.000001,0.000480,0.000002,-0.369240,391,207
Base→SFT|dense_k1|llama-3.2-3b,SignalFilledRate,0.403453,0.572251,0.168798,0.105067,0.232955,0.000001,0.000369,0.000001,0.373397,391,214
Base→SFT|dense_k1|llama-3.2-3b,NoSignalFilledRate,0.731458,0.682864,-0.048593,-0.099744,0.002558,0.076656,1.000000,0.113465,-0.173514,391,106
SFT→DPO_free_bal|k0|llama-3.2-3b,RAHE_per_1kTok,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
SFT→DPO_free_bal|k0|llama-3.2-3b,TransferRate,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
SFT→DPO_free_bal|k0|llama-3.2-3b,RAHE_Total,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
SFT→DPO_free_bal|k0|llama-3.2-3b,IUHE_per_1kTok,12.356835,1.536371,-10.820464,-11.605642,-10.044573,0.000000,0.000000,0.000000,-0.964722,391,389
SFT→DPO_free_bal|k0|llama-3.2-3b,IUHE_Total,4.258312,0.324808,-3.933504,-4.432225,-3.508951,0.000000,0.000000,0.000000,-0.998327,391,383
SFT→DPO_free_bal|k0|llama-3.2-3b,PlaceholderRate,0.352302,0.003836,-0.348465,-0.394501,-0.302430,0.000000,0.000000,0.000000,-0.998940,391,150
SFT→DPO_free_bal|k0|llama-3.2-3b,UnknownRate,0.352302,0.003197,-0.349105,-0.394501,-0.303069,0.000000,0.000000,0.000000,-0.998675,391,150
SFT→DPO_free_bal|k0|llama-3.2-3b,SignalFilledRate,0.639812,0.959292,0.319480,0.276641,0.362532,0.000000,0.000000,0.000000,0.970062,391,168
SFT→DPO_free_bal|k0|llama-3.2-3b,NoSignalFilledRate,0.638107,0.381074,-0.257033,-0.300512,-0.213555,0.000000,0.000000,0.000000,-1.000000,391,101
SFT→DPO_free_bal|dense_k1|llama-3.2-3b,RAHE_per_1kTok,9.507227,3.479277,-6.027950,-6.897784,-5.165384,0.000000,0.000000,0.000000,-0.828660,391,341
SFT→DPO_free_bal|dense_k1|llama-3.2-3b,TransferRate,0.649771,0.276799,-0.372971,-0.420830,-0.325340,0.000000,0.000000,0.000000,-0.805327,391,294
SFT→DPO_free_bal|dense_k1|llama-3.2-3b,RAHE_Total,3.163683,0.992327,-2.171355,-2.447570,-1.905371,0.000000,0.000000,0.000000,-0.944364,391,313
SFT→DPO_free_bal|dense_k1|llama-3.2-3b,IUHE_per_1kTok,13.821439,5.061741,-8.759698,-9.669513,-7.845342,0.000000,0.000000,0.000000,-0.871677,391,390
SFT→DPO_free_bal|dense_k1|llama-3.2-3b,IUHE_Total,4.705882,1.350384,-3.355499,-3.757033,-3.010230,0.000000,0.000000,0.000000,-0.966951,391,381
SFT→DPO_free_bal|dense_k1|llama-3.2-3b,PlaceholderRate,0.424552,0.024936,-0.399616,-0.447570,-0.352286,0.000000,0.000000,0.000000,-0.981464,391,177
SFT→DPO_free_bal|dense_k1|llama-3.2-3b,UnknownRate,0.426471,0.024297,-0.402174,-0.450128,-0.354220,0.000000,0.000000,0.000000,-0.980356,391,180
SFT→DPO_free_bal|dense_k1|llama-3.2-3b,SignalFilledRate,0.572251,0.947783,0.375533,0.329923,0.421995,0.000000,0.000000,0.000000,0.972385,391,184
SFT→DPO_free_bal|dense_k1|llama-3.2-3b,NoSignalFilledRate,0.682864,0.400256,-0.282609,-0.327803,-0.237841,0.000000,0.000000,0.000000,-0.981859,391,115
SFT→DPO_aware_bal|k0|llama-3.2-3b,RAHE_per_1kTok,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
SFT→DPO_aware_bal|k0|llama-3.2-3b,TransferRate,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
SFT→DPO_aware_bal|k0|llama-3.2-3b,RAHE_Total,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
SFT→DPO_aware_bal|k0|llama-3.2-3b,IUHE_per_1kTok,12.356835,1.413919,-10.942916,-11.711816,-10.183711,0.000000,0.000000,0.000000,-0.984339,391,389
SFT→DPO_aware_bal|k0|llama-3.2-3b,IUHE_Total,4.258312,0.245524,-4.012788,-4.501279,-3.593286,0.000000,0.000000,0.000000,-1.000000,391,385
SFT→DPO_aware_bal|k0|llama-3.2-3b,PlaceholderRate,0.352302,0.008951,-0.343350,-0.389386,-0.297315,0.000000,0.000000,0.000000,-0.994702,391,150
SFT→DPO_aware_bal|k0|llama-3.2-3b,UnknownRate,0.352302,0.010230,-0.342072,-0.388747,-0.296036,0.000000,0.000000,0.000000,-0.993290,391,151
SFT→DPO_aware_bal|k0|llama-3.2-3b,SignalFilledRate,0.639812,0.899190,0.259378,0.215047,0.304348,0.000000,0.000000,0.000000,0.822310,391,194
SFT→DPO_aware_bal|k0|llama-3.2-3b,NoSignalFilledRate,0.638107,0.392157,-0.245951,-0.291986,-0.202046,0.000000,0.000000,0.000000,-0.940842,391,104
SFT→DPO_aware_bal|dense_k1|llama-3.2-3b,RAHE_per_1kTok,9.507227,12.152137,2.644910,1.636529,3.680250,0.000017,0.009846,0.000033,0.254798,391,379
SFT→DPO_aware_bal|dense_k1|llama-3.2-3b,TransferRate,0.649771,0.764207,0.114437,0.056681,0.171949,0.000436,0.232659,0.000786,0.242361,391,278
SFT→DPO_aware_bal|dense_k1|llama-3.2-3b,RAHE_Total,3.163683,3.324808,0.161125,-0.107481,0.447570,0.788200,1.000000,0.864058,-0.017008,391,325
SFT→DPO_aware_bal|dense_k1|llama-3.2-3b,IUHE_per_1kTok,13.821439,12.320791,-1.500648,-2.426477,-0.550858,0.000048,0.027194,0.000091,-0.237406,391,390
SFT→DPO_aware_bal|dense_k1|llama-3.2-3b,IUHE_Total,4.705882,3.368286,-1.337596,-1.693095,-1.017903,0.000000,0.000000,0.000000,-0.590761,391,346
SFT→DPO_aware_bal|dense_k1|llama-3.2-3b,PlaceholderRate,0.424552,0.148977,-0.275575,-0.319693,-0.230818,0.000000,0.000000,0.000000,-0.965577,391,135
SFT→DPO_aware_bal|dense_k1|llama-3.2-3b,UnknownRate,0.426471,0.139386,-0.287084,-0.331841,-0.242951,0.000000,0.000000,0.000000,-0.976783,391,134
SFT→DPO_aware_bal|dense_k1|llama-3.2-3b,SignalFilledRate,0.572251,0.802003,0.229753,0.189471,0.271313,0.000000,0.000000,0.000000,0.900350,391,143
SFT→DPO_aware_bal|dense_k1|llama-3.2-3b,NoSignalFilledRate,0.682864,0.472720,-0.210145,-0.253623,-0.168372,0.000000,0.000000,0.000000,-0.908488,391,93
NoRAG→RAG|sft|llama-3.2-3b,RAHE_per_1kTok,0.000000,9.507227,9.507227,8.653111,10.391766,0.000000,0.000000,0.000000,1.000000,391,340
NoRAG→RAG|sft|llama-3.2-3b,TransferRate,0.000000,0.649771,0.649771,0.615107,0.685140,0.000000,0.000000,0.000000,1.000000,391,340
NoRAG→RAG|sft|llama-3.2-3b,RAHE_Total,0.000000,3.163683,3.163683,2.849105,3.496164,0.000000,0.000000,0.000000,1.000000,391,340
NoRAG→RAG|sft|llama-3.2-3b,IUHE_per_1kTok,12.356835,13.821439,1.464604,0.482079,2.430278,0.004712,1.000000,0.008040,0.165774,391,387
NoRAG→RAG|sft|llama-3.2-3b,IUHE_Total,4.258312,4.705882,0.447570,-0.112532,0.982097,0.000282,0.152514,0.000514,0.243349,391,292
NoRAG→RAG|sft|llama-3.2-3b,PlaceholderRate,0.352302,0.424552,0.072251,0.026215,0.119565,0.000283,0.152613,0.000514,0.384320,391,109
NoRAG→RAG|sft|llama-3.2-3b,UnknownRate,0.352302,0.426471,0.074169,0.028133,0.121483,0.000238,0.129543,0.000436,0.385779,391,111
NoRAG→RAG|sft|llama-3.2-3b,SignalFilledRate,0.639812,0.572251,-0.067562,-0.112958,-0.023657,0.002353,1.000000,0.004090,-0.316964,391,117
NoRAG→RAG|sft|llama-3.2-3b,NoSignalFilledRate,0.638107,0.682864,0.044757,0.005115,0.084399,0.026962,1.000000,0.042598,0.272169,391,67
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,RAHE_per_1kTok,0.000000,3.479277,3.479277,2.847482,4.140433,0.000000,0.000000,0.000000,1.000000,391,125
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,TransferRate,0.000000,0.276799,0.276799,0.235098,0.319526,0.000000,0.000000,0.000000,1.000000,391,125
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,RAHE_Total,0.000000,0.992327,0.992327,0.767263,1.240473,0.000000,0.000000,0.000000,1.000000,391,125
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,IUHE_per_1kTok,1.536371,5.061741,3.525371,2.881583,4.219562,0.000000,0.000000,0.000000,0.826898,391,191
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,IUHE_Total,0.324808,1.350384,1.025575,0.795396,1.278772,0.000000,0.000000,0.000000,0.832299,391,164
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,PlaceholderRate,0.003836,0.024936,0.021100,0.009591,0.033887,0.000290,0.156265,0.000527,0.908497,391,17
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,UnknownRate,0.003197,0.024297,0.021100,0.009591,0.033887,0.000420,0.224915,0.000759,0.857895,391,19
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,SignalFilledRate,0.959292,0.947783,-0.011509,-0.027494,0.004263,0.095133,1.000000,0.138418,-0.272157,391,50
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,NoSignalFilledRate,0.381074,0.400256,0.019182,0.007673,0.033248,0.003906,1.000000,0.006684,1.000000,391,9
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,RAHE_per_1kTok,0.000000,12.152137,12.152137,11.183618,13.122152,0.000000,0.000000,0.000000,1.000000,391,302
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,TransferRate,0.000000,0.764207,0.764207,0.722008,0.804392,0.000000,0.000000,0.000000,1.000000,391,302
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,RAHE_Total,0.000000,3.324808,3.324808,3.002558,3.670141,0.000000,0.000000,0.000000,1.000000,391,302
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,IUHE_per_1kTok,1.413919,12.320791,10.906871,9.947889,11.898432,0.000000,0.000000,0.000000,0.982106,391,307
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,IUHE_Total,0.245524,3.368286,3.122762,2.790281,3.468031,0.000000,0.000000,0.000000,0.992580,391,300
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,PlaceholderRate,0.008951,0.148977,0.140026,0.106777,0.175192,0.000000,0.000000,0.000000,0.928595,391,78
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,UnknownRate,0.010230,0.139386,0.129156,0.095908,0.163683,0.000000,0.000000,0.000000,0.909774,391,76
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,SignalFilledRate,0.899190,0.802003,-0.097187,-0.135976,-0.059037,0.000000,0.000262,0.000001,-0.460220,391,159
NoRAG→RAG|dpo_retr_bal|llama-3.2-3b,NoSignalFilledRate,0.392157,0.472720,0.080563,0.052003,0.110827,0.000001,0.000453,0.000002,0.783575,391,45
k1→k2|sft|llama-3.2-3b,RAHE_per_1kTok,9.507227,9.727523,0.220295,-0.562537,1.017281,0.751166,1.000000,0.833390,0.020080,391,332
k1→k2|sft|llama-3.2-3b,TransferRate,0.649771,0.630038,-0.019733,-0.055602,0.015885,0.283769,1.000000,0.365326,-0.080096,391,238
k1→k2|sft|llama-3.2-3b,RAHE_Total,3.163683,3.002558,-0.161125,-0.424552,0.087020,0.165809,1.000000,0.226378,-0.105487,391,225
k1→k2|sft|llama-3.2-3b,IUHE_per_1kTok,13.821439,14.525039,0.703600,-0.090342,1.505328,0.052514,1.000000,0.079704,0.117266,391,364
k1→k2|sft|llama-3.2-3b,IUHE_Total,4.705882,4.639386,-0.066496,-0.457801,0.304348,0.781895,1.000000,0.860861,-0.020793,391,232
k1→k2|sft|llama-3.2-3b,PlaceholderRate,0.424552,0.420716,-0.003836,-0.035806,0.027494,0.831261,1.000000,0.898092,-0.032656,391,52
k1→k2|sft|llama-3.2-3b,UnknownRate,0.426471,0.421995,-0.004476,-0.035806,0.027494,0.818338,1.000000,0.887337,-0.034941,391,53
k1→k2|sft|llama-3.2-3b,SignalFilledRate,0.572251,0.574808,0.002558,-0.027499,0.034101,0.799971,1.000000,0.873758,0.038312,391,55
k1→k2|sft|llama-3.2-3b,NoSignalFilledRate,0.682864,0.679028,-0.003836,-0.031969,0.024297,0.764353,1.000000,0.846451,-0.060606,391,33
Dense→Lex|sft_k1|llama-3.2-3b,RAHE_per_1kTok,9.507227,8.644718,-0.862510,-1.743896,0.027679,0.100895,1.000000,0.145737,-0.105648,391,321
Dense→Lex|sft_k1|llama-3.2-3b,TransferRate,0.649771,0.611696,-0.038074,-0.078671,0.001937,0.052200,1.000000,0.079327,-0.141847,391,249
Dense→Lex|sft_k1|llama-3.2-3b,RAHE_Total,3.163683,2.974425,-0.189258,-0.475703,0.099744,0.144704,1.000000,0.201474,-0.106415,391,246
Dense→Lex|sft_k1|llama-3.2-3b,IUHE_per_1kTok,13.821439,13.599942,-0.221497,-1.145724,0.758259,0.418149,1.000000,0.509793,-0.050664,391,340
Dense→Lex|sft_k1|llama-3.2-3b,IUHE_Total,4.705882,4.777494,0.071611,-0.460358,0.664962,0.615494,1.000000,0.703758,-0.036668,391,246
Dense→Lex|sft_k1|llama-3.2-3b,PlaceholderRate,0.424552,0.410486,-0.014066,-0.054348,0.027494,0.560728,1.000000,0.651098,-0.072281,391,75
Dense→Lex|sft_k1|llama-3.2-3b,UnknownRate,0.426471,0.410486,-0.015985,-0.055627,0.024936,0.424637,1.000000,0.515077,-0.099453,391,76
Dense→Lex|sft_k1|llama-3.2-3b,SignalFilledRate,0.572251,0.583973,0.011722,-0.028351,0.050725,0.534698,1.000000,0.624699,0.073929,391,87
Dense→Lex|sft_k1|llama-3.2-3b,NoSignalFilledRate,0.682864,0.652174,-0.030691,-0.066496,0.005115,0.102470,1.000000,0.147301,-0.222222,391,54
Sim→Rand|sft_dense_k1|llama-3.2-3b,RAHE_per_1kTok,9.507227,5.384839,-4.122388,-5.164992,-3.084932,0.000000,0.000000,0.000000,-0.472016,391,368
Sim→Rand|sft_dense_k1|llama-3.2-3b,TransferRate,0.649771,0.392625,-0.257146,-0.302013,-0.212256,0.000000,0.000000,0.000000,-0.616544,391,327
Sim→Rand|sft_dense_k1|llama-3.2-3b,RAHE_Total,3.163683,1.751918,-1.411765,-1.780051,-1.035806,0.000000,0.000000,0.000000,-0.510400,391,318
Sim→Rand|sft_dense_k1|llama-3.2-3b,IUHE_per_1kTok,13.821439,13.311687,-0.509752,-1.653684,0.684822,0.160024,1.000000,0.219988,-0.082844,391,383
Sim→Rand|sft_dense_k1|llama-3.2-3b,IUHE_Total,4.705882,5.240409,0.534527,-0.207161,1.350384,0.376335,1.000000,0.466905,-0.056857,391,319
Sim→Rand|sft_dense_k1|llama-3.2-3b,PlaceholderRate,0.424552,0.412404,-0.012148,-0.069709,0.043478,0.405777,1.000000,0.497753,-0.074279,391,148
Sim→Rand|sft_dense_k1|llama-3.2-3b,UnknownRate,0.426471,0.413043,-0.013427,-0.069693,0.042199,0.372606,1.000000,0.463721,-0.079205,391,150
Sim→Rand|sft_dense_k1|llama-3.2-3b,SignalFilledRate,0.572251,0.578218,0.005968,-0.047954,0.061813,0.644063,1.000000,0.730834,0.041652,391,151
Sim→Rand|sft_dense_k1|llama-3.2-3b,NoSignalFilledRate,0.682864,0.667093,-0.015772,-0.062660,0.030691,0.457193,1.000000,0.549551,-0.079650,391,89
TplOn→Off|sft_dense_k1|llama-3.2-3b,RAHE_per_1kTok,9.507227,9.963083,0.455855,0.008307,0.904417,0.034145,1.000000,0.053452,0.159394,391,235
TplOn→Off|sft_dense_k1|llama-3.2-3b,TransferRate,0.649771,0.670642,0.020871,0.003250,0.038443,0.016234,1.000000,0.026380,0.282431,391,96
TplOn→Off|sft_dense_k1|llama-3.2-3b,RAHE_Total,3.163683,3.296675,0.132992,-0.012788,0.273657,0.000575,0.304089,0.001029,0.448288,391,74
TplOn→Off|sft_dense_k1|llama-3.2-3b,IUHE_per_1kTok,13.821439,14.133596,0.312156,-0.260016,0.914420,0.562068,1.000000,0.651389,0.040261,391,276
TplOn→Off|sft_dense_k1|llama-3.2-3b,IUHE_Total,4.705882,4.777494,0.071611,-0.294118,0.427110,0.193752,1.000000,0.260368,0.138081,391,115
TplOn→Off|sft_dense_k1|llama-3.2-3b,PlaceholderRate,0.424552,0.425192,0.000639,-0.013427,0.014706,0.903198,1.000000,0.954262,0.047619,391,14
TplOn→Off|sft_dense_k1|llama-3.2-3b,UnknownRate,0.426471,0.426471,0.000000,-0.014066,0.014066,0.977966,1.000000,1.000000,0.025000,391,15
TplOn→Off|sft_dense_k1|llama-3.2-3b,SignalFilledRate,0.572251,0.569480,-0.002771,-0.017050,0.010870,0.733727,1.000000,0.818711,-0.099415,391,18
TplOn→Off|sft_dense_k1|llama-3.2-3b,NoSignalFilledRate,0.682864,0.675192,-0.007673,-0.020460,0.005115,0.375000,1.000000,0.465895,-0.428571,391,7
NoMask→HardMask|sft_dense_k1|llama-3.2-3b,RAHE_per_1kTok,9.507227,0.000000,-9.507227,-10.395029,-8.652838,0.000000,0.000000,0.000000,-1.000000,391,340
NoMask→HardMask|sft_dense_k1|llama-3.2-3b,TransferRate,0.649771,0.000000,-0.649771,-0.685141,-0.614812,0.000000,0.000000,0.000000,-1.000000,391,340
NoMask→HardMask|sft_dense_k1|llama-3.2-3b,RAHE_Total,3.163683,0.000000,-3.163683,-3.496164,-2.856777,0.000000,0.000000,0.000000,-1.000000,391,340
NoMask→HardMask|sft_dense_k1|llama-3.2-3b,IUHE_per_1kTok,13.821439,8.557886,-5.263553,-6.179175,-4.373970,0.000000,0.000000,0.000000,-0.680045,391,362
NoMask→HardMask|sft_dense_k1|llama-3.2-3b,IUHE_Total,4.705882,2.667519,-2.038363,-2.473146,-1.608696,0.000000,0.000000,0.000000,-0.804131,391,269
NoMask→HardMask|sft_dense_k1|llama-3.2-3b,PlaceholderRate,0.424552,0.457801,0.033248,0.012788,0.053708,0.000699,0.367672,0.001246,0.520615,391,53
NoMask→HardMask|sft_dense_k1|llama-3.2-3b,UnknownRate,0.426471,0.438619,0.012148,-0.007033,0.031969,0.202311,1.000000,0.270967,0.266129,391,31
NoMask→HardMask|sft_dense_k1|llama-3.2-3b,SignalFilledRate,0.572251,0.546675,-0.025575,-0.044757,-0.007246,0.014213,1.000000,0.023286,-0.415459,391,45
NoMask→HardMask|sft_dense_k1|llama-3.2-3b,NoSignalFilledRate,0.682864,0.713555,0.030691,0.007673,0.054561,0.026229,1.000000,0.041550,0.462366,391,30
DPO_free→aware|bal_k0|llama-3.2-3b,RAHE_per_1kTok,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
DPO_free→aware|bal_k0|llama-3.2-3b,TransferRate,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
DPO_free→aware|bal_k0|llama-3.2-3b,RAHE_Total,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
DPO_free→aware|bal_k0|llama-3.2-3b,IUHE_per_1kTok,1.536371,1.413919,-0.122451,-0.432732,0.195994,0.459175,1.000000,0.550826,-0.084838,391,101
DPO_free→aware|bal_k0|llama-3.2-3b,IUHE_Total,0.324808,0.245524,-0.079284,-0.140665,-0.020460,0.009902,1.000000,0.016471,-0.358423,391,62
DPO_free→aware|bal_k0|llama-3.2-3b,PlaceholderRate,0.003836,0.008951,0.005115,0.000000,0.011509,0.109375,1.000000,0.156101,0.714286,391,7
DPO_free→aware|bal_k0|llama-3.2-3b,UnknownRate,0.003197,0.010230,0.007033,0.001279,0.014066,0.037109,1.000000,0.057416,0.745455,391,10
DPO_free→aware|bal_k0|llama-3.2-3b,SignalFilledRate,0.959292,0.899190,-0.060102,-0.077153,-0.043478,0.000000,0.000000,0.000000,-0.810185,391,80
DPO_free→aware|bal_k0|llama-3.2-3b,NoSignalFilledRate,0.381074,0.392157,0.011083,0.002558,0.022165,0.062500,1.000000,0.093789,1.000000,391,5
DPO_free→aware|bal_dense_k1|llama-3.2-3b,RAHE_per_1kTok,3.479277,12.152137,8.672860,7.737686,9.645716,0.000000,0.000000,0.000000,0.939041,391,299
DPO_free→aware|bal_dense_k1|llama-3.2-3b,TransferRate,0.276799,0.764207,0.487408,0.438961,0.534177,0.000000,0.000000,0.000000,0.987618,391,220
DPO_free→aware|bal_dense_k1|llama-3.2-3b,RAHE_Total,0.992327,3.324808,2.332481,2.058824,2.621483,0.000000,0.000000,0.000000,0.981349,391,254
DPO_free→aware|bal_dense_k1|llama-3.2-3b,IUHE_per_1kTok,5.061741,12.320791,7.259050,6.334838,8.210205,0.000000,0.000000,0.000000,0.848978,391,307
DPO_free→aware|bal_dense_k1|llama-3.2-3b,IUHE_Total,1.350384,3.368286,2.017903,1.744246,2.299233,0.000000,0.000000,0.000000,0.917027,391,253
DPO_free→aware|bal_dense_k1|llama-3.2-3b,PlaceholderRate,0.024936,0.148977,0.124041,0.092711,0.156650,0.000000,0.000000,0.000000,0.896937,391,74
DPO_free→aware|bal_dense_k1|llama-3.2-3b,UnknownRate,0.024297,0.139386,0.115090,0.084399,0.147059,0.000000,0.000000,0.000000,0.893996,391,69
DPO_free→aware|bal_dense_k1|llama-3.2-3b,SignalFilledRate,0.947783,0.802003,-0.145780,-0.179241,-0.113805,0.000000,0.000000,0.000000,-0.841340,391,112
DPO_free→aware|bal_dense_k1|llama-3.2-3b,NoSignalFilledRate,0.400256,0.472720,0.072464,0.046025,0.099318,0.000000,0.000266,0.000001,0.867868,391,36
Base→SFT|k0|mistral-7b-v0.3,RAHE_per_1kTok,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
Base→SFT|k0|mistral-7b-v0.3,TransferRate,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
Base→SFT|k0|mistral-7b-v0.3,RAHE_Total,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
Base→SFT|k0|mistral-7b-v0.3,IUHE_per_1kTok,0.945459,10.606161,9.660702,9.121151,10.216805,0.000000,0.000000,0.000000,0.997152,391,389
Base→SFT|k0|mistral-7b-v0.3,IUHE_Total,0.314578,3.856777,3.542199,3.196931,3.946355,0.000000,0.000000,0.000000,1.000000,391,385
Base→SFT|k0|mistral-7b-v0.3,PlaceholderRate,0.010230,0.388107,0.377877,0.331841,0.425831,0.000000,0.000000,0.000000,0.998204,391,163
Base→SFT|k0|mistral-7b-v0.3,UnknownRate,0.025575,0.388747,0.363171,0.319038,0.408568,0.000000,0.000000,0.000000,0.996537,391,166
Base→SFT|k0|mistral-7b-v0.3,SignalFilledRate,0.962702,0.611679,-0.351023,-0.396633,-0.306692,0.000000,0.000000,0.000000,-0.977909,391,177
Base→SFT|k0|mistral-7b-v0.3,NoSignalFilledRate,0.400895,0.681586,0.280691,0.237852,0.324808,0.000000,0.000000,0.000000,1.000000,391,114
Base→SFT|dense_k1|mistral-7b-v0.3,RAHE_per_1kTok,1.920319,6.005202,4.084882,3.556979,4.624096,0.000000,0.000000,0.000000,0.838977,391,316
Base→SFT|dense_k1|mistral-7b-v0.3,TransferRate,0.230591,0.513876,0.283285,0.238257,0.328568,0.000000,0.000000,0.000000,0.678328,391,307
Base→SFT|dense_k1|mistral-7b-v0.3,RAHE_Total,0.741688,2.393862,1.652174,1.421931,1.890026,0.000000,0.000000,0.000000,0.881240,391,280
