contrast,metric,mean_A,mean_B,paired_delta,boot_ci_lo,boot_ci_hi,wilcoxon_p,holm_q,bh_q,rank_biserial_r,n_total,n_nonzero
SFT→DPO_free_bal|dense_k1|qwen2.5-7b,RAHE_per_1kTok,5.000937,1.679383,-3.321554,-3.876313,-2.807276,0.000000,0.000000,0.000000,-0.847206,391,244
SFT→DPO_free_bal|dense_k1|qwen2.5-7b,TransferRate,0.360098,0.156260,-0.203838,-0.243944,-0.163204,0.000000,0.000000,0.000000,-0.674711,391,228
SFT→DPO_free_bal|dense_k1|qwen2.5-7b,RAHE_Total,1.664962,0.516624,-1.148338,-1.335102,-0.966752,0.000000,0.000000,0.000000,-0.933990,391,216
SFT→DPO_free_bal|dense_k1|qwen2.5-7b,IUHE_per_1kTok,13.041364,3.868875,-9.172490,-9.922113,-8.456045,0.000000,0.000000,0.000000,-0.955995,391,389
SFT→DPO_free_bal|dense_k1|qwen2.5-7b,IUHE_Total,4.242967,1.089514,-3.153453,-3.629156,-2.772379,0.000000,0.000000,0.000000,-0.969760,391,372
SFT→DPO_free_bal|dense_k1|qwen2.5-7b,PlaceholderRate,0.397059,0.031330,-0.365729,-0.413699,-0.317759,0.000000,0.000000,0.000000,-0.977795,391,160
SFT→DPO_free_bal|dense_k1|qwen2.5-7b,UnknownRate,0.398977,0.031330,-0.367647,-0.414978,-0.319693,0.000000,0.000000,0.000000,-0.988651,391,161
SFT→DPO_free_bal|dense_k1|qwen2.5-7b,SignalFilledRate,0.589514,0.945226,0.355712,0.309676,0.402605,0.000000,0.000000,0.000000,0.971495,391,176
SFT→DPO_free_bal|dense_k1|qwen2.5-7b,NoSignalFilledRate,0.668798,0.407928,-0.260870,-0.305627,-0.217391,0.000000,0.000000,0.000000,-0.961134,391,109
SFT→DPO_aware_bal|k0|qwen2.5-7b,RAHE_per_1kTok,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
SFT→DPO_aware_bal|k0|qwen2.5-7b,TransferRate,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
SFT→DPO_aware_bal|k0|qwen2.5-7b,RAHE_Total,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
SFT→DPO_aware_bal|k0|qwen2.5-7b,IUHE_per_1kTok,13.960645,2.339667,-11.620978,-12.344195,-10.944614,0.000000,0.000000,0.000000,-0.982085,391,388
SFT→DPO_aware_bal|k0|qwen2.5-7b,IUHE_Total,4.125320,0.565217,-3.560102,-4.033248,-3.217391,0.000000,0.000000,0.000000,-0.993445,391,381
SFT→DPO_aware_bal|k0|qwen2.5-7b,PlaceholderRate,0.414322,0.044118,-0.370205,-0.418798,-0.322251,0.000000,0.000000,0.000000,-0.965139,391,176
SFT→DPO_aware_bal|k0|qwen2.5-7b,UnknownRate,0.415601,0.043478,-0.372123,-0.420732,-0.324169,0.000000,0.000000,0.000000,-0.966359,391,176
SFT→DPO_aware_bal|k0|qwen2.5-7b,SignalFilledRate,0.580136,0.873188,0.293052,0.244027,0.343777,0.000000,0.000000,0.000000,0.790640,391,217
SFT→DPO_aware_bal|k0|qwen2.5-7b,NoSignalFilledRate,0.698210,0.402387,-0.295823,-0.342711,-0.251918,0.000000,0.000000,0.000000,-0.999300,391,119
SFT→DPO_aware_bal|dense_k1|qwen2.5-7b,RAHE_per_1kTok,5.000937,4.123898,-0.877039,-1.452288,-0.311015,0.000202,0.110050,0.000370,-0.259058,391,274
SFT→DPO_aware_bal|dense_k1|qwen2.5-7b,TransferRate,0.360098,0.379464,0.019366,-0.028297,0.067047,0.382399,1.000000,0.472468,0.065312,391,237
SFT→DPO_aware_bal|dense_k1|qwen2.5-7b,RAHE_Total,1.664962,1.419437,-0.245524,-0.439898,-0.045972,0.000081,0.044982,0.000151,-0.287517,391,239
SFT→DPO_aware_bal|dense_k1|qwen2.5-7b,IUHE_per_1kTok,13.041364,5.273017,-7.768348,-8.523921,-7.034385,0.000000,0.000000,0.000000,-0.891579,391,387
SFT→DPO_aware_bal|dense_k1|qwen2.5-7b,IUHE_Total,4.242967,1.754476,-2.488491,-2.987212,-2.097187,0.000000,0.000000,0.000000,-0.856074,391,368
SFT→DPO_aware_bal|dense_k1|qwen2.5-7b,PlaceholderRate,0.397059,0.121483,-0.275575,-0.324169,-0.228261,0.000000,0.000000,0.000000,-0.835126,391,172
SFT→DPO_aware_bal|dense_k1|qwen2.5-7b,UnknownRate,0.398977,0.117647,-0.281330,-0.329923,-0.233376,0.000000,0.000000,0.000000,-0.840077,391,173
SFT→DPO_aware_bal|dense_k1|qwen2.5-7b,SignalFilledRate,0.589514,0.847613,0.258099,0.210784,0.305200,0.000000,0.000000,0.000000,0.799887,391,178
SFT→DPO_aware_bal|dense_k1|qwen2.5-7b,NoSignalFilledRate,0.668798,0.473146,-0.195652,-0.242967,-0.150043,0.000000,0.000000,0.000000,-0.774652,391,112
NoRAG→RAG|sft|qwen2.5-7b,RAHE_per_1kTok,0.000000,5.000937,5.000937,4.417936,5.621148,0.000000,0.000000,0.000000,1.000000,391,241
NoRAG→RAG|sft|qwen2.5-7b,TransferRate,0.000000,0.360098,0.360098,0.324561,0.396627,0.000000,0.000000,0.000000,1.000000,391,241
NoRAG→RAG|sft|qwen2.5-7b,RAHE_Total,0.000000,1.664962,1.664962,1.429668,1.913043,0.000000,0.000000,0.000000,1.000000,391,241
NoRAG→RAG|sft|qwen2.5-7b,IUHE_per_1kTok,13.960645,13.041364,-0.919281,-1.709606,-0.116946,0.000461,0.245733,0.000830,-0.205714,391,386
NoRAG→RAG|sft|qwen2.5-7b,IUHE_Total,4.125320,4.242967,0.117647,-0.365729,0.641944,0.852056,1.000000,0.915596,-0.013639,391,245
NoRAG→RAG|sft|qwen2.5-7b,PlaceholderRate,0.414322,0.397059,-0.017263,-0.049872,0.015345,0.301066,1.000000,0.385396,-0.156749,391,52
NoRAG→RAG|sft|qwen2.5-7b,UnknownRate,0.415601,0.398977,-0.016624,-0.049233,0.015985,0.309458,1.000000,0.394576,-0.153040,391,53
NoRAG→RAG|sft|qwen2.5-7b,SignalFilledRate,0.580136,0.589514,0.009378,-0.023018,0.040708,0.603208,1.000000,0.691031,0.075410,391,60
NoRAG→RAG|sft|qwen2.5-7b,NoSignalFilledRate,0.698210,0.668798,-0.029412,-0.060102,0.000000,0.080042,1.000000,0.118185,-0.331437,391,37
NoRAG→RAG|dpo_retr_bal|qwen2.5-7b,RAHE_per_1kTok,0.000000,1.679383,1.679383,1.280275,2.131862,0.000000,0.000000,0.000000,1.000000,391,80
NoRAG→RAG|dpo_retr_bal|qwen2.5-7b,TransferRate,0.000000,0.156260,0.156260,0.124418,0.189424,0.000000,0.000000,0.000000,1.000000,391,80
NoRAG→RAG|dpo_retr_bal|qwen2.5-7b,RAHE_Total,0.000000,0.516624,0.516624,0.373402,0.680307,0.000000,0.000000,0.000000,1.000000,391,80
NoRAG→RAG|dpo_retr_bal|qwen2.5-7b,IUHE_per_1kTok,2.733100,3.868875,1.135775,0.568155,1.718038,0.000774,0.405393,0.001375,0.270156,391,206
NoRAG→RAG|dpo_retr_bal|qwen2.5-7b,IUHE_Total,0.649616,1.089514,0.439898,0.271100,0.624041,0.000003,0.001856,0.000006,0.443376,391,143
NoRAG→RAG|dpo_retr_bal|qwen2.5-7b,PlaceholderRate,0.017903,0.031330,0.013427,-0.001279,0.028772,0.065036,1.000000,0.097351,0.445652,391,23
NoRAG→RAG|dpo_retr_bal|qwen2.5-7b,UnknownRate,0.015345,0.031330,0.015985,0.000639,0.031330,0.025505,1.000000,0.040564,0.510769,391,25
NoRAG→RAG|dpo_retr_bal|qwen2.5-7b,SignalFilledRate,0.959932,0.945226,-0.014706,-0.032822,0.002984,0.081696,1.000000,0.120035,-0.285714,391,49
NoRAG→RAG|dpo_retr_bal|qwen2.5-7b,NoSignalFilledRate,0.395141,0.407928,0.012788,-0.001279,0.028133,0.146484,1.000000,0.203243,0.483516,391,13
NoRAG→RAG|dpo_retr_bal|qwen2.5-7b,RAHE_per_1kTok,0.000000,4.123898,4.123898,3.494551,4.761444,0.000000,0.000000,0.000000,1.000000,391,166
NoRAG→RAG|dpo_retr_bal|qwen2.5-7b,TransferRate,0.000000,0.379464,0.379464,0.333505,0.425538,0.000000,0.000000,0.000000,1.000000,391,166
NoRAG→RAG|dpo_retr_bal|qwen2.5-7b,RAHE_Total,0.000000,1.419437,1.419437,1.171355,1.687980,0.000000,0.000000,0.000000,1.000000,391,166
NoRAG→RAG|dpo_retr_bal|qwen2.5-7b,IUHE_per_1kTok,2.339667,5.273017,2.933349,2.282409,3.595429,0.000000,0.000000,0.000000,0.646766,391,227
NoRAG→RAG|dpo_retr_bal|qwen2.5-7b,IUHE_Total,0.565217,1.754476,1.189258,0.941176,1.470588,0.000000,0.000000,0.000000,0.793801,391,186
NoRAG→RAG|dpo_retr_bal|qwen2.5-7b,PlaceholderRate,0.044118,0.121483,0.077366,0.050512,0.104859,0.000000,0.000016,0.000000,0.629586,391,101
NoRAG→RAG|dpo_retr_bal|qwen2.5-7b,UnknownRate,0.043478,0.117647,0.074169,0.047954,0.101023,0.000000,0.000035,0.000000,0.626552,391,97
NoRAG→RAG|dpo_retr_bal|qwen2.5-7b,SignalFilledRate,0.873188,0.847613,-0.025575,-0.056479,0.004049,0.034978,1.000000,0.054685,-0.197942,391,149
NoRAG→RAG|dpo_retr_bal|qwen2.5-7b,NoSignalFilledRate,0.402387,0.473146,0.070759,0.043905,0.098892,0.000001,0.000576,0.000002,0.745098,391,50
k1→k2|sft|qwen2.5-7b,RAHE_per_1kTok,5.000937,5.929281,0.928344,0.383358,1.494577,0.000127,0.070051,0.000235,0.259191,391,291
k1→k2|sft|qwen2.5-7b,TransferRate,0.360098,0.399830,0.039733,0.001397,0.077250,0.017967,1.000000,0.028960,0.176107,391,240
k1→k2|sft|qwen2.5-7b,RAHE_Total,1.664962,1.979540,0.314578,0.132992,0.493606,0.000037,0.020881,0.000070,0.326214,391,205
k1→k2|sft|qwen2.5-7b,IUHE_per_1kTok,13.041364,13.449063,0.407699,-0.318239,1.107019,0.081398,1.000000,0.119892,0.102752,391,383
k1→k2|sft|qwen2.5-7b,IUHE_Total,4.242967,4.375959,0.132992,-0.360614,0.547315,0.049149,1.000000,0.074786,0.147634,391,231
k1→k2|sft|qwen2.5-7b,PlaceholderRate,0.397059,0.374041,-0.023018,-0.053069,0.006394,0.150822,1.000000,0.208294,-0.249495,391,44
k1→k2|sft|qwen2.5-7b,UnknownRate,0.398977,0.374680,-0.024297,-0.054348,0.005754,0.147495,1.000000,0.204408,-0.252525,391,44
k1→k2|sft|qwen2.5-7b,SignalFilledRate,0.589514,0.612319,0.022805,-0.005973,0.052217,0.193262,1.000000,0.260294,0.201957,391,53
k1→k2|sft|qwen2.5-7b,NoSignalFilledRate,0.668798,0.645780,-0.023018,-0.052430,0.003836,0.149539,1.000000,0.206860,-0.288770,391,33
Dense→Lex|sft_k1|qwen2.5-7b,RAHE_per_1kTok,5.000937,4.687967,-0.312969,-0.897667,0.273606,0.213394,1.000000,0.283577,-0.087847,391,267
Dense→Lex|sft_k1|qwen2.5-7b,TransferRate,0.360098,0.341305,-0.018793,-0.059239,0.021841,0.371918,1.000000,0.463348,-0.069354,391,220
Dense→Lex|sft_k1|qwen2.5-7b,RAHE_Total,1.664962,1.659847,-0.005115,-0.199488,0.194373,0.896159,1.000000,0.951026,0.010437,391,202
Dense→Lex|sft_k1|qwen2.5-7b,IUHE_per_1kTok,13.041364,13.044343,0.002979,-0.674744,0.668453,0.742375,1.000000,0.827475,0.020216,391,352
Dense→Lex|sft_k1|qwen2.5-7b,IUHE_Total,4.242967,4.166240,-0.076726,-0.549936,0.286445,0.194756,1.000000,0.261423,0.103883,391,203
Dense→Lex|sft_k1|qwen2.5-7b,PlaceholderRate,0.397059,0.395780,-0.001279,-0.033248,0.030051,0.947340,1.000000,0.991268,0.011905,391,48
Dense→Lex|sft_k1|qwen2.5-7b,UnknownRate,0.398977,0.397698,-0.001279,-0.031969,0.028772,0.969474,1.000000,1.000000,0.007843,391,50
Dense→Lex|sft_k1|qwen2.5-7b,SignalFilledRate,0.589514,0.594629,0.005115,-0.024723,0.034740,0.785714,1.000000,0.862123,0.040327,391,58
Dense→Lex|sft_k1|qwen2.5-7b,NoSignalFilledRate,0.668798,0.670077,0.001279,-0.028133,0.030691,0.892621,1.000000,0.948112,0.028571,391,34
Sim→Rand|sft_dense_k1|qwen2.5-7b,RAHE_per_1kTok,5.000937,2.140071,-2.860865,-3.588935,-2.157111,0.000000,0.000000,0.000000,-0.564291,391,287
Sim→Rand|sft_dense_k1|qwen2.5-7b,TransferRate,0.360098,0.156547,-0.203550,-0.247948,-0.158071,0.000000,0.000000,0.000000,-0.578540,391,267
Sim→Rand|sft_dense_k1|qwen2.5-7b,RAHE_Total,1.664962,0.664962,-1.000000,-1.273657,-0.741688,0.000000,0.000000,0.000000,-0.577594,391,258
Sim→Rand|sft_dense_k1|qwen2.5-7b,IUHE_per_1kTok,13.041364,13.479167,0.437802,-0.378727,1.247910,0.145155,1.000000,0.201867,0.085458,391,387
Sim→Rand|sft_dense_k1|qwen2.5-7b,IUHE_Total,4.242967,4.488491,0.245524,-0.309463,0.790345,0.212983,1.000000,0.283346,0.089277,391,255
Sim→Rand|sft_dense_k1|qwen2.5-7b,PlaceholderRate,0.397059,0.417519,0.020460,-0.017903,0.058184,0.352895,1.000000,0.443809,0.121127,391,70
Sim→Rand|sft_dense_k1|qwen2.5-7b,UnknownRate,0.398977,0.418159,0.019182,-0.018542,0.057545,0.364188,1.000000,0.456094,0.117762,391,71
Sim→Rand|sft_dense_k1|qwen2.5-7b,SignalFilledRate,0.589514,0.572038,-0.017477,-0.054774,0.019395,0.462747,1.000000,0.554554,-0.093573,391,77
Sim→Rand|sft_dense_k1|qwen2.5-7b,NoSignalFilledRate,0.668798,0.693095,0.024297,-0.007673,0.056266,0.180025,1.000000,0.244115,0.236786,391,43
TplOn→Off|sft_dense_k1|qwen2.5-7b,RAHE_per_1kTok,5.000937,4.855844,-0.145093,-0.439435,0.157119,0.035459,1.000000,0.055293,-0.171075,391,201
TplOn→Off|sft_dense_k1|qwen2.5-7b,TransferRate,0.360098,0.346580,-0.013518,-0.033191,0.005054,0.308439,1.000000,0.394116,-0.115571,391,103
TplOn→Off|sft_dense_k1|qwen2.5-7b,RAHE_Total,1.664962,1.629156,-0.035806,-0.122762,0.051151,0.254389,1.000000,0.329988,-0.151710,391,70
TplOn→Off|sft_dense_k1|qwen2.5-7b,IUHE_per_1kTok,13.041364,12.791591,-0.249773,-0.849193,0.332883,0.206506,1.000000,0.275649,-0.080849,391,325
TplOn→Off|sft_dense_k1|qwen2.5-7b,IUHE_Total,4.242967,4.125320,-0.117647,-0.631714,0.332481,0.534859,1.000000,0.624699,-0.064286,391,119
TplOn→Off|sft_dense_k1|qwen2.5-7b,PlaceholderRate,0.397059,0.383632,-0.013427,-0.035166,0.008312,0.207617,1.000000,0.276822,-0.296667,391,24
TplOn→Off|sft_dense_k1|qwen2.5-7b,UnknownRate,0.398977,0.386189,-0.012788,-0.034527,0.008312,0.229071,1.000000,0.299747,-0.267196,391,27
TplOn→Off|sft_dense_k1|qwen2.5-7b,SignalFilledRate,0.589514,0.602515,0.013001,-0.006612,0.034101,0.193562,1.000000,0.260368,0.288177,391,28
TplOn→Off|sft_dense_k1|qwen2.5-7b,NoSignalFilledRate,0.668798,0.663683,-0.005115,-0.023018,0.012788,0.622070,1.000000,0.707221,-0.166667,391,12
NoMask→HardMask|sft_dense_k1|qwen2.5-7b,RAHE_per_1kTok,5.000937,0.000000,-5.000937,-5.608834,-4.417499,0.000000,0.000000,0.000000,-1.000000,391,241
NoMask→HardMask|sft_dense_k1|qwen2.5-7b,TransferRate,0.360098,0.000000,-0.360098,-0.396735,-0.324855,0.000000,0.000000,0.000000,-1.000000,391,241
NoMask→HardMask|sft_dense_k1|qwen2.5-7b,RAHE_Total,1.664962,0.000000,-1.664962,-1.913043,-1.432225,0.000000,0.000000,0.000000,-1.000000,391,241
NoMask→HardMask|sft_dense_k1|qwen2.5-7b,IUHE_per_1kTok,13.041364,11.546093,-1.495271,-2.105999,-0.888669,0.000002,0.001022,0.000003,-0.290382,391,362
NoMask→HardMask|sft_dense_k1|qwen2.5-7b,IUHE_Total,4.242967,3.795396,-0.447570,-0.721292,-0.161125,0.000013,0.007441,0.000025,-0.354812,391,196
NoMask→HardMask|sft_dense_k1|qwen2.5-7b,PlaceholderRate,0.397059,0.432225,0.035166,0.010230,0.060742,0.011214,1.000000,0.018551,0.485714,391,35
NoMask→HardMask|sft_dense_k1|qwen2.5-7b,UnknownRate,0.398977,0.433504,0.034527,0.009591,0.059463,0.011064,1.000000,0.018328,0.473684,391,37
NoMask→HardMask|sft_dense_k1|qwen2.5-7b,SignalFilledRate,0.589514,0.560955,-0.028559,-0.053282,-0.004902,0.027825,1.000000,0.043904,-0.402564,391,39
NoMask→HardMask|sft_dense_k1|qwen2.5-7b,NoSignalFilledRate,0.668798,0.699915,0.031117,0.010230,0.053282,0.008010,1.000000,0.013569,0.645022,391,21
DPO_free→aware|bal_k0|qwen2.5-7b,RAHE_per_1kTok,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
DPO_free→aware|bal_k0|qwen2.5-7b,TransferRate,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
DPO_free→aware|bal_k0|qwen2.5-7b,RAHE_Total,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
DPO_free→aware|bal_k0|qwen2.5-7b,IUHE_per_1kTok,2.733100,2.339667,-0.393432,-0.801527,0.005561,0.075114,1.000000,0.111460,-0.155130,391,175
DPO_free→aware|bal_k0|qwen2.5-7b,IUHE_Total,0.649616,0.565217,-0.084399,-0.179028,0.010230,0.060899,1.000000,0.091502,-0.197174,391,113
DPO_free→aware|bal_k0|qwen2.5-7b,PlaceholderRate,0.017903,0.044118,0.026215,0.010870,0.042199,0.000097,0.053784,0.000181,0.633673,391,46
DPO_free→aware|bal_k0|qwen2.5-7b,UnknownRate,0.015345,0.043478,0.028133,0.012148,0.044118,0.000022,0.012693,0.000042,0.688889,391,45
DPO_free→aware|bal_k0|qwen2.5-7b,SignalFilledRate,0.959932,0.873188,-0.086743,-0.108909,-0.064578,0.000000,0.000000,0.000000,-0.769548,391,118
DPO_free→aware|bal_k0|qwen2.5-7b,NoSignalFilledRate,0.395141,0.402387,0.007246,-0.006820,0.021324,0.464844,1.000000,0.556510,0.272727,391,11
DPO_free→aware|bal_dense_k1|qwen2.5-7b,RAHE_per_1kTok,1.679383,4.123898,2.444515,1.903487,3.014253,0.000000,0.000000,0.000000,0.704498,391,182
DPO_free→aware|bal_dense_k1|qwen2.5-7b,TransferRate,0.156260,0.379464,0.223204,0.176294,0.270202,0.000000,0.000000,0.000000,0.747475,391,143
DPO_free→aware|bal_dense_k1|qwen2.5-7b,RAHE_Total,0.516624,1.419437,0.902813,0.713555,1.112532,0.000000,0.000000,0.000000,0.837294,391,148
DPO_free→aware|bal_dense_k1|qwen2.5-7b,IUHE_per_1kTok,3.868875,5.273017,1.404142,0.741713,2.098994,0.000188,0.102961,0.000346,0.270860,391,253
DPO_free→aware|bal_dense_k1|qwen2.5-7b,IUHE_Total,1.089514,1.754476,0.664962,0.452685,0.895141,0.000000,0.000007,0.000000,0.472362,391,190
DPO_free→aware|bal_dense_k1|qwen2.5-7b,PlaceholderRate,0.031330,0.121483,0.090153,0.063939,0.116384,0.000000,0.000000,0.000000,0.799691,391,80
DPO_free→aware|bal_dense_k1|qwen2.5-7b,UnknownRate,0.031330,0.117647,0.086317,0.060742,0.112532,0.000000,0.000001,0.000000,0.778704,391,80
DPO_free→aware|bal_dense_k1|qwen2.5-7b,SignalFilledRate,0.945226,0.847613,-0.097613,-0.125320,-0.070972,0.000000,0.000000,0.000000,-0.724349,391,105
DPO_free→aware|bal_dense_k1|qwen2.5-7b,NoSignalFilledRate,0.407928,0.473146,0.065217,0.039216,0.092072,0.000004,0.002394,0.000008,0.760797,391,42
DPO_bal→hard|free_k0|qwen2.5-7b,RAHE_per_1kTok,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
DPO_bal→hard|free_k0|qwen2.5-7b,TransferRate,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
DPO_bal→hard|free_k0|qwen2.5-7b,RAHE_Total,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
DPO_bal→hard|free_k0|qwen2.5-7b,IUHE_per_1kTok,2.733100,7.192760,4.459660,3.859578,5.060574,0.000000,0.000000,0.000000,0.854970,391,295
DPO_bal→hard|free_k0|qwen2.5-7b,IUHE_Total,0.649616,2.053708,1.404092,1.209719,1.618926,0.000000,0.000000,0.000000,0.940161,391,243
DPO_bal→hard|free_k0|qwen2.5-7b,PlaceholderRate,0.017903,0.269821,0.251918,0.208440,0.296675,0.000000,0.000000,0.000000,0.957866,391,108
DPO_bal→hard|free_k0|qwen2.5-7b,UnknownRate,0.015345,0.268542,0.253197,0.210342,0.296675,0.000000,0.000000,0.000000,0.957965,391,109
DPO_bal→hard|free_k0|qwen2.5-7b,SignalFilledRate,0.959932,0.713129,-0.246803,-0.290068,-0.205025,0.000000,0.000000,0.000000,-0.946540,391,125
DPO_bal→hard|free_k0|qwen2.5-7b,NoSignalFilledRate,0.395141,0.597613,0.202472,0.162830,0.243393,0.000000,0.000000,0.000000,0.975022,391,82
DPO_bal→struct|free_k0|qwen2.5-7b,RAHE_per_1kTok,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
DPO_bal→struct|free_k0|qwen2.5-7b,TransferRate,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
DPO_bal→struct|free_k0|qwen2.5-7b,RAHE_Total,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,391,0
DPO_bal→struct|free_k0|qwen2.5-7b,IUHE_per_1kTok,2.733100,5.126243,2.393143,1.707229,3.135948,0.000000,0.000000,0.000000,0.562658,391,230
DPO_bal→struct|free_k0|qwen2.5-7b,IUHE_Total,0.649616,1.271100,0.621483,0.306905,1.084399,0.000000,0.000002,0.000000,0.540199,391,155
DPO_bal→struct|free_k0|qwen2.5-7b,PlaceholderRate,0.017903,0.019821,0.001918,-0.010870,0.014066,0.467776,1.000000,0.558901,0.170940,391,26
DPO_bal→struct|free_k0|qwen2.5-7b,UnknownRate,0.015345,0.019821,0.004476,-0.007673,0.016001,0.217261,1.000000,0.288075,0.284900,391,26
DPO_bal→struct|free_k0|qwen2.5-7b,SignalFilledRate,0.959932,0.947144,-0.012788,-0.028986,0.004263,0.045686,1.000000,0.069783,-0.312772,391,52
DPO_bal→struct|free_k0|qwen2.5-7b,NoSignalFilledRate,0.395141,0.388747,-0.006394,-0.017903,0.003836,0.296875,1.000000,0.381378,-0.464286,391,7
DPO_bal→hard|free_dense_k1|qwen2.5-7b,RAHE_per_1kTok,1.679383,3.065023,1.385640,1.039672,1.748192,0.000000,0.000000,0.000000,0.651397,391,179
DPO_bal→hard|free_dense_k1|qwen2.5-7b,TransferRate,0.156260,0.295149,0.138889,0.101987,0.176661,0.000000,0.000000,0.000000,0.653429,391,147
DPO_bal→hard|free_dense_k1|qwen2.5-7b,RAHE_Total,0.516624,0.964194,0.447570,0.337596,0.560102,0.000000,0.000000,0.000000,0.768344,391,142
DPO_bal→hard|free_dense_k1|qwen2.5-7b,IUHE_per_1kTok,3.868875,7.697382,3.828507,3.247495,4.404604,0.000000,0.000000,0.000000,0.741563,391,314
DPO_bal→hard|free_dense_k1|qwen2.5-7b,IUHE_Total,1.089514,2.350384,1.260870,1.063939,1.468031,0.000000,0.000000,0.000000,0.820997,391,254
DPO_bal→hard|free_dense_k1|qwen2.5-7b,PlaceholderRate,0.031330,0.333120,0.301790,0.257673,0.347187,0.000000,0.000000,0.000000,0.967173,391,140
DPO_bal→hard|free_dense_k1|qwen2.5-7b,UnknownRate,0.031330,0.333120,0.301790,0.256394,0.347187,0.000000,0.000000,0.000000,0.967579,391,140
DPO_bal→hard|free_dense_k1|qwen2.5-7b,SignalFilledRate,0.945226,0.651108,-0.294118,-0.339727,-0.249574,0.000000,0.000000,0.000000,-0.946567,391,155
DPO_bal→hard|free_dense_k1|qwen2.5-7b,NoSignalFilledRate,0.407928,0.635976,0.228048,0.185848,0.271100,0.000000,0.000000,0.000000,0.974332,391,97
DPO_bal→struct|free_dense_k1|qwen2.5-7b,RAHE_per_1kTok,1.679383,1.840914,0.161531,-0.173195,0.504137,0.629624,1.000000,0.715128,0.053959,391,106
DPO_bal→struct|free_dense_k1|qwen2.5-7b,TransferRate,0.156260,0.141363,-0.014897,-0.043280,0.013286,0.350719,1.000000,0.441537,-0.127565,391,70
DPO_bal→struct|free_dense_k1|qwen2.5-7b,RAHE_Total,0.516624,0.488491,-0.028133,-0.132992,0.086957,0.297717,1.000000,0.382049,-0.138833,391,70
DPO_bal→struct|free_dense_k1|qwen2.5-7b,IUHE_per_1kTok,3.868875,5.481579,1.612704,0.950684,2.298728,0.000010,0.005994,0.000020,0.336283,391,229
DPO_bal→struct|free_dense_k1|qwen2.5-7b,IUHE_Total,1.089514,1.465473,0.375959,0.130435,0.713555,0.000851,0.445282,0.001511,0.294998,391,165
DPO_bal→struct|free_dense_k1|qwen2.5-7b,PlaceholderRate,0.031330,0.044118,0.012788,-0.005754,0.030691,0.069917,1.000000,0.104265,0.259887,391,59
DPO_bal→struct|free_dense_k1|qwen2.5-7b,UnknownRate,0.031330,0.045396,0.014066,-0.004476,0.031330,0.040438,1.000000,0.062164,0.290164,391,60
DPO_bal→struct|free_dense_k1|qwen2.5-7b,SignalFilledRate,0.945226,0.921569,-0.023657,-0.043905,-0.003192,0.016725,1.000000,0.027141,-0.306646,391,79
DPO_bal→struct|free_dense_k1|qwen2.5-7b,NoSignalFilledRate,0.407928,0.398977,-0.008951,-0.028133,0.010230,0.409098,1.000000,0.501312,-0.219048,391,20
