pool,margin,quality_floor,uahe_cap,min_cond_filled,prompts_total,prompts_kept,pairs,pass_rate,reject_no_valid_reject,reject_min_cond,reject_uahe_cap,reject_below_quality_floor
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.05,5.0,0.0,3139,283,283,0.0902,22,,1861.0,973.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.05,5.0,0.3,3139,282,282,0.0898,22,1.0,1861.0,973.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.05,5.0,0.5,3139,230,230,0.0733,11,64.0,1861.0,973.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.05,5.0,0.6,3139,226,226,0.072,11,68.0,1861.0,973.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.05,5.0,0.7,3139,226,226,0.072,11,68.0,1861.0,973.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.05,10.0,0.0,3139,489,489,0.1558,314,,1363.0,973.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.05,10.0,0.3,3139,488,488,0.1555,314,1.0,1363.0,973.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.05,10.0,0.5,3139,427,427,0.136,297,79.0,1363.0,973.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.05,10.0,0.6,3139,422,422,0.1344,296,85.0,1363.0,973.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.05,10.0,0.7,3139,422,422,0.1344,296,85.0,1363.0,973.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.05,15.0,0.0,3139,726,726,0.2313,587,,853.0,973.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.05,15.0,0.3,3139,725,725,0.231,587,1.0,853.0,973.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.05,15.0,0.5,3139,659,659,0.2099,565,89.0,853.0,973.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.05,15.0,0.6,3139,652,652,0.2077,564,97.0,853.0,973.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.05,15.0,0.7,3139,651,651,0.2074,564,98.0,853.0,973.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.1,-1.0,0.0,3139,922,922,0.2937,1232,,,985.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.1,-1.0,0.3,3139,921,921,0.2934,1232,1.0,,985.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.1,-1.0,0.5,3139,848,848,0.2701,1211,95.0,,985.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.1,-1.0,0.6,3139,840,840,0.2676,1208,106.0,,985.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.1,-1.0,0.7,3139,839,839,0.2673,1208,107.0,,985.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.1,3.0,0.0,3139,139,139,0.0443,5,,2010.0,985.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.1,3.0,0.3,3139,138,138,0.044,5,1.0,2010.0,985.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.1,3.0,0.5,3139,87,87,0.0277,2,55.0,2010.0,985.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.1,3.0,0.6,3139,86,86,0.0274,2,56.0,2010.0,985.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.1,3.0,0.7,3139,86,86,0.0274,2,56.0,2010.0,985.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.1,5.0,0.0,3139,283,283,0.0902,14,,1857.0,985.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.1,5.0,0.3,3139,282,282,0.0898,14,1.0,1857.0,985.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.1,5.0,0.5,3139,230,230,0.0733,11,56.0,1857.0,985.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.1,5.0,0.6,3139,226,226,0.072,11,60.0,1857.0,985.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.1,5.0,0.7,3139,226,226,0.072,11,60.0,1857.0,985.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.1,10.0,0.0,3139,489,489,0.1558,305,,1360.0,985.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.1,10.0,0.3,3139,488,488,0.1555,305,1.0,1360.0,985.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.1,10.0,0.5,3139,427,427,0.136,297,70.0,1360.0,985.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.1,10.0,0.6,3139,422,422,0.1344,296,76.0,1360.0,985.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.1,10.0,0.7,3139,422,422,0.1344,296,76.0,1360.0,985.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.1,15.0,0.0,3139,726,726,0.2313,576,,852.0,985.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.1,15.0,0.3,3139,725,725,0.231,576,1.0,852.0,985.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.1,15.0,0.5,3139,659,659,0.2099,565,78.0,852.0,985.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.1,15.0,0.6,3139,652,652,0.2077,564,86.0,852.0,985.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.1,15.0,0.7,3139,651,651,0.2074,564,87.0,852.0,985.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.15,-1.0,0.0,3139,871,871,0.2775,1224,,,1044.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.15,-1.0,0.3,3139,870,870,0.2772,1224,1.0,,1044.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.15,-1.0,0.5,3139,846,846,0.2695,1209,40.0,,1044.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.15,-1.0,0.6,3139,840,840,0.2676,1208,47.0,,1044.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.15,-1.0,0.7,3139,839,839,0.2673,1208,48.0,,1044.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.15,3.0,0.0,3139,92,92,0.0293,3,,2000.0,1044.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.15,3.0,0.3,3139,91,91,0.029,3,1.0,2000.0,1044.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.15,3.0,0.5,3139,87,87,0.0277,2,6.0,2000.0,1044.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.15,3.0,0.6,3139,86,86,0.0274,2,7.0,2000.0,1044.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.15,3.0,0.7,3139,86,86,0.0274,2,7.0,2000.0,1044.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.15,5.0,0.0,3139,236,236,0.0752,12,,1847.0,1044.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.15,5.0,0.3,3139,235,235,0.0749,12,1.0,1847.0,1044.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.15,5.0,0.5,3139,230,230,0.0733,11,7.0,1847.0,1044.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.15,5.0,0.6,3139,226,226,0.072,11,11.0,1847.0,1044.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.15,5.0,0.7,3139,226,226,0.072,11,11.0,1847.0,1044.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.15,10.0,0.0,3139,440,440,0.1402,301,,1354.0,1044.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.15,10.0,0.3,3139,439,439,0.1399,301,1.0,1354.0,1044.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.15,10.0,0.5,3139,426,426,0.1357,297,18.0,1354.0,1044.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.15,10.0,0.6,3139,422,422,0.1344,296,23.0,1354.0,1044.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.15,10.0,0.7,3139,422,422,0.1344,296,23.0,1354.0,1044.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.15,15.0,0.0,3139,676,676,0.2154,572,,847.0,1044.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.15,15.0,0.3,3139,675,675,0.215,572,1.0,847.0,1044.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.15,15.0,0.5,3139,657,657,0.2093,565,26.0,847.0,1044.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.15,15.0,0.6,3139,652,652,0.2077,564,32.0,847.0,1044.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.15,15.0,0.7,3139,651,651,0.2074,564,33.0,847.0,1044.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.2,-1.0,0.0,3139,864,864,0.2752,1219,,,1056.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.2,-1.0,0.3,3139,863,863,0.2749,1219,1.0,,1056.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.2,-1.0,0.5,3139,844,844,0.2689,1209,30.0,,1056.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.2,-1.0,0.6,3139,839,839,0.2673,1208,36.0,,1056.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.2,-1.0,0.7,3139,839,839,0.2673,1208,36.0,,1056.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.2,3.0,0.0,3139,92,92,0.0293,3,,1988.0,1056.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.2,3.0,0.3,3139,91,91,0.029,3,1.0,1988.0,1056.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.2,3.0,0.5,3139,87,87,0.0277,2,6.0,1988.0,1056.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.2,3.0,0.6,3139,86,86,0.0274,2,7.0,1988.0,1056.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.2,3.0,0.7,3139,86,86,0.0274,2,7.0,1988.0,1056.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.2,5.0,0.0,3139,236,236,0.0752,12,,1835.0,1056.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.2,5.0,0.3,3139,235,235,0.0749,12,1.0,1835.0,1056.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.2,5.0,0.5,3139,230,230,0.0733,11,7.0,1835.0,1056.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.2,5.0,0.6,3139,226,226,0.072,11,11.0,1835.0,1056.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.2,5.0,0.7,3139,226,226,0.072,11,11.0,1835.0,1056.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.2,10.0,0.0,3139,438,438,0.1395,300,,1345.0,1056.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.2,10.0,0.3,3139,437,437,0.1392,300,1.0,1345.0,1056.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.2,10.0,0.5,3139,426,426,0.1357,297,15.0,1345.0,1056.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.2,10.0,0.6,3139,422,422,0.1344,296,20.0,1345.0,1056.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.2,10.0,0.7,3139,422,422,0.1344,296,20.0,1345.0,1056.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.2,15.0,0.0,3139,670,670,0.2134,570,,843.0,1056.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.2,15.0,0.3,3139,669,669,0.2131,570,1.0,843.0,1056.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.2,15.0,0.5,3139,655,655,0.2087,565,20.0,843.0,1056.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.2,15.0,0.6,3139,651,651,0.2074,564,25.0,843.0,1056.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.2,15.0,0.7,3139,651,651,0.2074,564,25.0,843.0,1056.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.3,-1.0,0.0,3139,848,848,0.2701,1210,,,1081.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.3,-1.0,0.3,3139,848,848,0.2701,1210,,,1081.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.3,-1.0,0.5,3139,843,843,0.2686,1209,6.0,,1081.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.3,-1.0,0.6,3139,839,839,0.2673,1208,11.0,,1081.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.3,-1.0,0.7,3139,839,839,0.2673,1208,11.0,,1081.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.3,3.0,0.0,3139,91,91,0.029,3,,1964.0,1081.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.3,3.0,0.3,3139,91,91,0.029,3,,1964.0,1081.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.3,3.0,0.5,3139,87,87,0.0277,2,5.0,1964.0,1081.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.3,3.0,0.6,3139,86,86,0.0274,2,6.0,1964.0,1081.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.3,3.0,0.7,3139,86,86,0.0274,2,6.0,1964.0,1081.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.3,5.0,0.0,3139,235,235,0.0749,12,,1811.0,1081.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.3,5.0,0.3,3139,235,235,0.0749,12,,1811.0,1081.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.3,5.0,0.5,3139,230,230,0.0733,11,6.0,1811.0,1081.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.3,5.0,0.6,3139,226,226,0.072,11,10.0,1811.0,1081.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.3,5.0,0.7,3139,226,226,0.072,11,10.0,1811.0,1081.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.3,10.0,0.0,3139,431,431,0.1373,298,,1329.0,1081.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.3,10.0,0.3,3139,431,431,0.1373,298,,1329.0,1081.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.3,10.0,0.5,3139,426,426,0.1357,297,6.0,1329.0,1081.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.3,10.0,0.6,3139,422,422,0.1344,296,11.0,1329.0,1081.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.3,10.0,0.7,3139,422,422,0.1344,296,11.0,1329.0,1081.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.3,15.0,0.0,3139,660,660,0.2103,566,,832.0,1081.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.3,15.0,0.3,3139,660,660,0.2103,566,,832.0,1081.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.3,15.0,0.5,3139,655,655,0.2087,565,6.0,832.0,1081.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.3,15.0,0.6,3139,651,651,0.2074,564,11.0,832.0,1081.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.1,0.3,15.0,0.7,3139,651,651,0.2074,564,11.0,832.0,1081.0
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.15,0.0,-1.0,0.0,3139,803,803,0.2558,2336,,,
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.15,0.0,-1.0,0.3,3139,802,802,0.2555,2147,190.0,,
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.15,0.0,-1.0,0.5,3139,778,778,0.2478,1281,1080.0,,
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.15,0.0,-1.0,0.6,3139,773,773,0.2463,1275,1091.0,,
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.15,0.0,-1.0,0.7,3139,772,772,0.2459,1275,1092.0,,
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.15,0.0,3.0,0.0,3139,92,92,0.0293,107,,2940.0,
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.15,0.0,3.0,0.3,3139,91,91,0.029,97,11.0,2940.0,
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.15,0.0,3.0,0.5,3139,87,87,0.0277,2,110.0,2940.0,
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.15,0.0,3.0,0.6,3139,86,86,0.0274,2,111.0,2940.0,
dpo_pairs_qwen2.5-7b_seed42_structure_retrieval_free_emse_re_eval_final_retrieval_free_structure_cecdfdfad71f_20260228_211305,0.15,0.0,3.0,0.7,3139,86,86,0.0274,2,111.0,2940.0,
